"","Liver","Heart","Bladder","Colon","Testis","Stomach","microbiomes"
"Wenzhou picorna-like virus 17",0,0,0,0,0,0,"Wenzhou picorna-like virus 17"
"Wenzhou picorna-like virus 18",0,0,0,0,0,0,"Wenzhou picorna-like virus 18"
"Wenzhou picorna-like virus 19",0,0,0,0,0,0,"Wenzhou picorna-like virus 19"
"Wenzhou picorna-like virus 2",0,0,0,0,0,0,"Wenzhou picorna-like virus 2"
"Wenzhou picorna-like virus 20",0,0,0,0,0,0,"Wenzhou picorna-like virus 20"
"Wenzhou picorna-like virus 21",0,0,0,0,0,0,"Wenzhou picorna-like virus 21"
"Wenzhou picorna-like virus 22",0,0,0,0,0,0,"Wenzhou picorna-like virus 22"
"Wenzhou picorna-like virus 23",0,0,0,0,0,0,"Wenzhou picorna-like virus 23"
"Wenzhou picorna-like virus 24",0,0,0,0,0,0,"Wenzhou picorna-like virus 24"
"Wenzhou picorna-like virus 25",0,0,0,0,0,0,"Wenzhou picorna-like virus 25"
"Wenzhou picorna-like virus 26",0,0,0,0,0,0,"Wenzhou picorna-like virus 26"
"Wenzhou picorna-like virus 27",0,0,0,0,0,0,"Wenzhou picorna-like virus 27"
"Wenzhou picorna-like virus 28",0,0,0,0,0,0,"Wenzhou picorna-like virus 28"
"Wenzhou picorna-like virus 29",0,0,0,0,0,0,"Wenzhou picorna-like virus 29"
"Wenzhou picorna-like virus 3",0,0,0,0,0,0,"Wenzhou picorna-like virus 3"
"Wenzhou picorna-like virus 31",0,0,0,0,0,0,"Wenzhou picorna-like virus 31"
"Wenzhou picorna-like virus 32",0,0,0,0,0,0,"Wenzhou picorna-like virus 32"
"Wenzhou picorna-like virus 33",0,0,0,0,0,0,"Wenzhou picorna-like virus 33"
"Wenzhou picorna-like virus 35",0,0,0,0,0,0,"Wenzhou picorna-like virus 35"
"Wenzhou picorna-like virus 36",0,0,0,0,0,0,"Wenzhou picorna-like virus 36"
"Wenzhou picorna-like virus 37",0,0,0,0,0,0,"Wenzhou picorna-like virus 37"
"Wenzhou picorna-like virus 39",0,0,0,0,0,0,"Wenzhou picorna-like virus 39"
"Wenzhou picorna-like virus 4",0,0,0,0,0,0,"Wenzhou picorna-like virus 4"
"Wenzhou picorna-like virus 40",0,0,0,0,0,0,"Wenzhou picorna-like virus 40"
"Wenzhou picorna-like virus 41",0,0,0,0,0,0,"Wenzhou picorna-like virus 41"
"Wenzhou picorna-like virus 42",0,0,0,0,0,0,"Wenzhou picorna-like virus 42"
"Wenzhou picorna-like virus 43",0,0,0,0,0,0,"Wenzhou picorna-like virus 43"
"Wenzhou picorna-like virus 44",0,0,0,0,0,0,"Wenzhou picorna-like virus 44"
"Wenzhou picorna-like virus 45",0,0,0,0,0,0,"Wenzhou picorna-like virus 45"
"Wenzhou picorna-like virus 46",0,0,0,0,0,0,"Wenzhou picorna-like virus 46"
"Wenzhou picorna-like virus 47",0,0,0,0,0,0,"Wenzhou picorna-like virus 47"
"Wenzhou picorna-like virus 48",0,0,0,0,0,0,"Wenzhou picorna-like virus 48"
"Wenzhou picorna-like virus 49",0,0,0,0,0,0,"Wenzhou picorna-like virus 49"
"Wenzhou picorna-like virus 5",0,0,0,0,0,0,"Wenzhou picorna-like virus 5"
"Wenzhou picorna-like virus 51",0,0,0,0,0,0,"Wenzhou picorna-like virus 51"
"Wenzhou picorna-like virus 52",0,0,0,0,0,0,"Wenzhou picorna-like virus 52"
"Wenzhou picorna-like virus 53",0,0,0,0,0,0,"Wenzhou picorna-like virus 53"
"Wenzhou picorna-like virus 54",0,0,0,0,0,0,"Wenzhou picorna-like virus 54"
"Wenzhou picorna-like virus 6",0,0,0,0,0,0,"Wenzhou picorna-like virus 6"
"Wenzhou picorna-like virus 7",0,0,0,0,0,0,"Wenzhou picorna-like virus 7"
"Wenzhou picorna-like virus 9",0,0,0,0,0,0,"Wenzhou picorna-like virus 9"
"Wenzhou shrimp virus 10",0,0,0,0,0,0,"Wenzhou shrimp virus 10"
"Wenzhou shrimp virus 3",0,0,0,0,0,0,"Wenzhou shrimp virus 3"
"Wenzhou shrimp virus 4",0,0,0,0,0,0,"Wenzhou shrimp virus 4"
"Wenzhou shrimp virus 5",0,0,0,0,0,0,"Wenzhou shrimp virus 5"
"Wenzhou shrimp virus 6",0,0,0,0,0,0,"Wenzhou shrimp virus 6"
"Wenzhou shrimp virus 7",0,0,0,0,0,0,"Wenzhou shrimp virus 7"
"Wenzhou shrimp virus 8",0,0,0,0,0,0,"Wenzhou shrimp virus 8"
"Wenzhou shrimp virus 9",0,0,0,0,0,0,"Wenzhou shrimp virus 9"
"Wenzhou sobemo-like virus 1",0,0,0,0,0,0,"Wenzhou sobemo-like virus 1"
"Wenzhou sobemo-like virus 2",0,0,0,0,0,0,"Wenzhou sobemo-like virus 2"
"Wenzhou sobemo-like virus 3",0,0,0,0,0,0,"Wenzhou sobemo-like virus 3"
"Wenzhou sobemo-like virus 4",0,0,0,0,0,0,"Wenzhou sobemo-like virus 4"
"Wenzhou tombus-like virus 1",0,0,0,0,0,0,"Wenzhou tombus-like virus 1"
"Wenzhou tombus-like virus 10",0,0,0,0,0,0,"Wenzhou tombus-like virus 10"
"Wenzhou tombus-like virus 11",0,0,0,0,0,0,"Wenzhou tombus-like virus 11"
"Wenzhou tombus-like virus 12",0,0,0,0,0,0,"Wenzhou tombus-like virus 12"
"Wenzhou tombus-like virus 14",0,0,0,0,0,0,"Wenzhou tombus-like virus 14"
"Wenzhou tombus-like virus 15",0,0,0,0,0,0,"Wenzhou tombus-like virus 15"
"Wenzhou tombus-like virus 16",0,0,0,0,0,0,"Wenzhou tombus-like virus 16"
"Wenzhou tombus-like virus 17",0,0,0,0,0,0,"Wenzhou tombus-like virus 17"
"Wenzhou tombus-like virus 18",0,0,0,0,0,0,"Wenzhou tombus-like virus 18"
"Wenzhou tombus-like virus 2",0,0,0,0,0,0,"Wenzhou tombus-like virus 2"
"Wenzhou tombus-like virus 3",0,0,0,0,0,0,"Wenzhou tombus-like virus 3"
"Wenzhou tombus-like virus 4",0,0,0,0,0,0,"Wenzhou tombus-like virus 4"
"Wenzhou tombus-like virus 5",0,0,0,0,0,0,"Wenzhou tombus-like virus 5"
"Wenzhou tombus-like virus 6",0,0,0,0,0,0,"Wenzhou tombus-like virus 6"
"Wenzhou tombus-like virus 7",0,0,0,0,0,0,"Wenzhou tombus-like virus 7"
"Wenzhou tombus-like virus 8",0,0,0,0,0,0,"Wenzhou tombus-like virus 8"
"Wenzhou tombus-like virus 9",0,0,0,0,0,0,"Wenzhou tombus-like virus 9"
"Wenzhou toti-like virus 1",0,0,0,0,0,0,"Wenzhou toti-like virus 1"
"Wenzhou weivirus-like virus 1",0,0,0,0,0,0,"Wenzhou weivirus-like virus 1"
"Wenzhou yanvirus-like virus 1",0,0,0,0,0,0,"Wenzhou yanvirus-like virus 1"
"Wenzhou yanvirus-like virus 2",0,0,0,0,0,0,"Wenzhou yanvirus-like virus 2"
"Wenzhouxiangella marina",0,0,0,0,0,0,"Wenzhouxiangella marina"
"Wesselsbron virus",0,0,0,0,0,0,"Wesselsbron virus"
"West African Asystasia virus 1",0,0,0,0,0,0,"West African Asystasia virus 1"
"West African Asystasia virus 2",0,0,0,0,0,0,"West African Asystasia virus 2"
"West Nile virus",0,0,0,0,0,0,"West Nile virus"
"Western chimpanzee simian foamy virus",0,0,0,0,0,0,"Western chimpanzee simian foamy virus"
"Western equine encephalitis virus",0,0,0,0,0,0,"Western equine encephalitis virus"
"Western kangaroopox virus",0,0,0,0,0,0,"Western kangaroopox virus"
"Western lowland gorilla simian foamy virus",0,0,0,0,0,0,"Western lowland gorilla simian foamy virus"
"Whackvirus whack",0,0,0,0,0,0,"Whackvirus whack"
"Whataroa virus",0,0,0,0,0,0,"Whataroa virus"
"Wheat dwarf India virus",0,0,0,0,0,0,"Wheat dwarf India virus"
"Wheat dwarf virus",0,0,0,0,0,0,"Wheat dwarf virus"
"Wheat eqlid mosaic virus",0,0,0,0,0,0,"Wheat eqlid mosaic virus"
"Wheat leaf yellowing-associated virus",0,0,0,0,0,0,"Wheat leaf yellowing-associated virus"
"Wheat spindle streak mosaic virus",0,0,0,0,0,0,"Wheat spindle streak mosaic virus"
"Wheat streak mosaic virus",0,0,0,0,0,0,"Wheat streak mosaic virus"
"Wheat stripe mosaic virus",0,0,0,0,0,0,"Wheat stripe mosaic virus"
"Wheat yellow dwarf virus-GPV",0,0,0,0,0,0,"Wheat yellow dwarf virus-GPV"
"Wheat yellow mosaic virus",0,0,0,0,0,0,"Wheat yellow mosaic virus"
"White bream virus",0,0,0,0,0,0,"White bream virus"
"White clover cryptic virus 1",0,0,0,0,0,0,"White clover cryptic virus 1"
"White clover cryptic virus 2",0,0,0,0,0,0,"White clover cryptic virus 2"
"White clover mosaic virus",0,0,0,0,0,0,"White clover mosaic virus"
"White clover mottle virus",0,0,0,0,0,0,"White clover mottle virus"
"White spot syndrome virus",0,0,0,0,0,0,"White spot syndrome virus"
"White sucker hepatitis B virus",0,0,0,0,0,0,"White sucker hepatitis B virus"
"White-eye coronavirus HKU16",0,0,0,0,0,0,"White-eye coronavirus HKU16"
"White-tufted-ear marmoset simian foamy virus",0,0,0,0,0,0,"White-tufted-ear marmoset simian foamy virus"
"Whitefly associated Guatemala alphasatellite 1",0,0,0,0,0,0,"Whitefly associated Guatemala alphasatellite 1"
"Whitefly associated Guatemala alphasatellite 2",0,0,0,0,0,0,"Whitefly associated Guatemala alphasatellite 2"
"Whitefly associated Puerto Rico alphasatellite 1",0,0,0,0,0,0,"Whitefly associated Puerto Rico alphasatellite 1"
"Whitefly-associated begomovirus 1",0,0,0,0,0,0,"Whitefly-associated begomovirus 1"
"Whitefly-associated begomovirus 2",0,0,0,0,0,0,"Whitefly-associated begomovirus 2"
"Whitefly-associated begomovirus 3",0,0,0,0,0,0,"Whitefly-associated begomovirus 3"
"Whitefly-associated begomovirus 4",0,0,0,0,0,0,"Whitefly-associated begomovirus 4"
"Whitefly-associated begomovirus 6",0,0,0,0,0,0,"Whitefly-associated begomovirus 6"
"Whitefly-associated begomovirus 7",0,0,0,0,0,0,"Whitefly-associated begomovirus 7"
"Whiteheadvirus wv1358",0,0,0,0,0,0,"Whiteheadvirus wv1358"
"Whitewater Arroyo mammarenavirus",0,0,0,0,0,0,"Whitewater Arroyo mammarenavirus"
"Whopevirus animalis",0,0,0,0,0,0,"Whopevirus animalis"
"Wielerella bovis",0,0,0,0,0,0,"Wielerella bovis"
"Wifcevirus ECML117",0,0,0,0,0,0,"Wifcevirus ECML117"
"Wifcevirus FEC19",0,0,0,0,0,0,"Wifcevirus FEC19"
"Wifcevirus WFC",0,0,0,0,0,0,"Wifcevirus WFC"
"Wifcevirus WFH",0,0,0,0,0,0,"Wifcevirus WFH"
"Wigeon coronavirus HKU20",0,0,0,0,0,0,"Wigeon coronavirus HKU20"
"Wigglesworthia glossinidia",0,0,0,0,0,0,"Wigglesworthia glossinidia"
"Wild Vitis latent virus",0,0,0,0,0,0,"Wild Vitis latent virus"
"Wild melon vein banding virus",0,0,0,0,0,0,"Wild melon vein banding virus"
"Wild onion symptomless virus",0,0,0,0,0,0,"Wild onion symptomless virus"
"Wild potato mosaic virus",0,0,0,0,0,0,"Wild potato mosaic virus"
"Wild tomato mosaic virus",0,0,0,0,0,0,"Wild tomato mosaic virus"
"Wilkie narna-like virus 1",0,0,0,0,0,0,"Wilkie narna-like virus 1"
"Wilkie narna-like virus 2",0,0,0,0,0,0,"Wilkie narna-like virus 2"
"Wilkie partiti-like virus 1",0,0,0,0,0,0,"Wilkie partiti-like virus 1"
"Wilkie partiti-like virus 2",0,0,0,0,0,0,"Wilkie partiti-like virus 2"
"Williamsoniiplasma luminosum",0,0,0,0,0,0,"Williamsoniiplasma luminosum"
"Williamsoniiplasma somnilux",0,0,0,1.2279415106185e-05,0,0,"Williamsoniiplasma somnilux"
"Wilnyevirus billnye",0,0,0,0,0,0,"Wilnyevirus billnye"
"Wilsonroadvirus Sd1",0,0,0,0,0,0,"Wilsonroadvirus Sd1"
"Winged bean alphaendornavirus 1",0,0,0,0,0,0,"Winged bean alphaendornavirus 1"
"Winklervirus chi14",0,0,0,0,0,0,"Winklervirus chi14"
"Winklervirus xtwenty",0,0,0,0,0,0,"Winklervirus xtwenty"
"Winogradskyella forsetii",0,0,0,0,0,0,"Winogradskyella forsetii"
"Winogradskyella helgolandensis",0,0,0,0,0,0,"Winogradskyella helgolandensis"
"Winogradskyella schleiferi",0,0,0,0,0,0,"Winogradskyella schleiferi"
"Wissadula golden mosaic virus",0,0,0,0,0,0,"Wissadula golden mosaic virus"
"Wissadula yellow mosaic virus",0,0,0,0,0,0,"Wissadula yellow mosaic virus"
"Wisteria badnavirus 1",0,0,0,0,0,0,"Wisteria badnavirus 1"
"Wisteria vein mosaic virus",0,0,0,0,0,0,"Wisteria vein mosaic virus"
"Witwatersrand orthobunyavirus",0,0,0,0,0,0,"Witwatersrand orthobunyavirus"
"Wizardvirus Arri",0,0,0,0,0,0,"Wizardvirus Arri"
"Wizardvirus bakery",0,0,0,0,0,0,"Wizardvirus bakery"
"Wizardvirus barb",0,0,0,0,0,0,"Wizardvirus barb"
"Wizardvirus danyall",0,0,0,0,0,0,"Wizardvirus danyall"
"Wizardvirus evamon",0,0,0,0,0,0,"Wizardvirus evamon"
"Wizardvirus fireball",0,0,0,0,0,0,"Wizardvirus fireball"
"Wizardvirus jambalaya",0,0,0,0,0,0,"Wizardvirus jambalaya"
"Wizardvirus kimmyK",0,0,0,0,0,0,"Wizardvirus kimmyK"
"Wizardvirus mutzi",0,0,0,0,0,0,"Wizardvirus mutzi"
"Wizardvirus nubi",0,0,0,0,0,0,"Wizardvirus nubi"
"Wizardvirus phlop",0,0,0,0,0,0,"Wizardvirus phlop"
"Wizardvirus portcullis",0,0,0,0,0,0,"Wizardvirus portcullis"
"Wizardvirus rogerdodger",0,0,0,0,0,0,"Wizardvirus rogerdodger"
"Wizardvirus smokingbunny",0,0,0,0,0,0,"Wizardvirus smokingbunny"
"Wizardvirus tillybobjoe",0,0,0,0,0,0,"Wizardvirus tillybobjoe"
"Wizardvirus twister6",0,0,0,0,0,0,"Wizardvirus twister6"
"Wizardvirus valary",0,0,0,0,0,0,"Wizardvirus valary"
"Wizardvirus vandewege",0,0,0,0,0,0,"Wizardvirus vandewege"
"Wizardvirus wizard",0,0,0,0,0,0,"Wizardvirus wizard"
"Woeseia oceani",0,0,0,0,0,0,"Woeseia oceani"
"Woesvirus woes",0,0,0,0,0,0,"Woesvirus woes"
"Wolbachia endosymbiont of Aedes aegypti",0,0,0,0,0,0,"Wolbachia endosymbiont of Aedes aegypti"
"Wolbachia endosymbiont of Aedes albopictus",0,0,0,0,0,0,"Wolbachia endosymbiont of Aedes albopictus"
"Wolbachia endosymbiont of Anopheles demeilloni",0,0,0,0,0,0,"Wolbachia endosymbiont of Anopheles demeilloni"
"Wolbachia endosymbiont of Brugia malayi",0,0,0,0,0,0,"Wolbachia endosymbiont of Brugia malayi"
"Wolbachia endosymbiont of Brugia pahangi",0,0,0,0,0,0,"Wolbachia endosymbiont of Brugia pahangi"
"Wolbachia endosymbiont of Carposina sasakii",0,0,0,0,0,0,"Wolbachia endosymbiont of Carposina sasakii"
"Wolbachia endosymbiont of Chrysomya megacephala",0,0,0,0,0,0,"Wolbachia endosymbiont of Chrysomya megacephala"
"Wolbachia endosymbiont of Cimex lectularius",0,0,0,0,0,0,"Wolbachia endosymbiont of Cimex lectularius"
"Wolbachia endosymbiont of Corcyra cephalonica",0.00738195346758841,0.00416693907777335,2.1573576990455e-05,0.0131801417674622,0.00365753084676976,0.00384172785988579,"Wolbachia endosymbiont of Corcyra cephalonica"
"Wolbachia endosymbiont of Cruorifilaria tuberocauda",0,0,0,0,0,0,"Wolbachia endosymbiont of Cruorifilaria tuberocauda"
"Wolbachia endosymbiont of Ctenocephalides felis wCfeJ",0,0,0,0,0,0,"Wolbachia endosymbiont of Ctenocephalides felis wCfeJ"
"Wolbachia endosymbiont of Ctenocephalides felis wCfeT",0,0,0,0,0,0,"Wolbachia endosymbiont of Ctenocephalides felis wCfeT"
"Wolbachia endosymbiont of Delia radicum",0,0,0,0,0,0,"Wolbachia endosymbiont of Delia radicum"
"Wolbachia endosymbiont of Dipetalonema caudispina",0,0,0,0,0,0,"Wolbachia endosymbiont of Dipetalonema caudispina"
"Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis",0,0,0,0,0,0,"Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis"
"Wolbachia endosymbiont of Drosophila ananassae",0,0,0,0,0,0,"Wolbachia endosymbiont of Drosophila ananassae"
"Wolbachia endosymbiont of Drosophila innubila",0,0,0,0,0,0,"Wolbachia endosymbiont of Drosophila innubila"
"Wolbachia endosymbiont of Drosophila mauritiana",0,0,0,0,0,0,"Wolbachia endosymbiont of Drosophila mauritiana"
"Wolbachia endosymbiont of Drosophila melanogaster",0,0,0,0,0,0,"Wolbachia endosymbiont of Drosophila melanogaster"
"Wolbachia endosymbiont of Drosophila santomea",0,0,0,0,0,0,"Wolbachia endosymbiont of Drosophila santomea"
"Wolbachia endosymbiont of Drosophila simulans",0,0,0,0,0,0,"Wolbachia endosymbiont of Drosophila simulans"
"Wolbachia endosymbiont of Drosophila yakuba",0,0,0,0,0,0,"Wolbachia endosymbiont of Drosophila yakuba"
"Wolbachia endosymbiont of Folsomia candida",0,0,0,0,0,0,"Wolbachia endosymbiont of Folsomia candida"
"Wolbachia endosymbiont of Litomosoides sigmodontis",0,0,0,0,0,0,"Wolbachia endosymbiont of Litomosoides sigmodontis"
"Wolbachia endosymbiont of Oedothorax gibbosus",0,0,0,0,0,0,"Wolbachia endosymbiont of Oedothorax gibbosus"
"Wolbachia endosymbiont of Onchocerca ochengi",0,0,0,0,0,0,"Wolbachia endosymbiont of Onchocerca ochengi"
"Wolbachia endosymbiont of Onchocerca volvulus",0,0,0,0,0,0,"Wolbachia endosymbiont of Onchocerca volvulus"
"Wolbachia endosymbiont of Ostrinia furnacalis",0,0,0,0,0,0,"Wolbachia endosymbiont of Ostrinia furnacalis"
"Wolbachia endosymbiont of Ostrinia scapulalis",0,0,0,0,0,0,"Wolbachia endosymbiont of Ostrinia scapulalis"
"Wolbachia endosymbiont of Phyllotreta cruciferae",0,0,0,0,0,0,"Wolbachia endosymbiont of Phyllotreta cruciferae"
"Wolbachia endosymbiont of Psylliodes chrysocephala",0,0,0,0,0,0,"Wolbachia endosymbiont of Psylliodes chrysocephala"
"Wolbachia endosymbiont of Spodoptera picta",0,0,0,0,0,0,"Wolbachia endosymbiont of Spodoptera picta"
"Wolbachia endosymbiont of Wiebesia pumilae",0,0,0,0,0,0,"Wolbachia endosymbiont of Wiebesia pumilae"
"Wolinella succinogenes",0,0,0,0,0,0,"Wolinella succinogenes"
"Wolkberg orthobunyavirus",0,0,0,0,0,0,"Wolkberg orthobunyavirus"
"Wongtaivirus ECP1",0,0,0,0,0,0,"Wongtaivirus ECP1"
"Wongtaivirus HK542",0,0,0,0,0,0,"Wongtaivirus HK542"
"Woodchuck hepatitis virus",0,0,0,0,0,0,"Woodchuck hepatitis virus"
"Woodlouse hunter spider associated circular virus 1",0,0,0,0,0,0,"Woodlouse hunter spider associated circular virus 1"
"Woodruffvirus TP1604",0,0,0,0,0,0,"Woodruffvirus TP1604"
"Woodruffvirus YDN12",0,0,0,0,0,0,"Woodruffvirus YDN12"
"Woolly monkey hepatitis B virus",0,0,0,0,0,0,"Woolly monkey hepatitis B virus"
"Woolly monkey sarcoma virus",0,5.7030377035291e-05,0,0.000242061453359549,0.000123087039115499,0.000194724521477611,"Woolly monkey sarcoma virus"
"Wotdevirus murinus",0,0,0,0,0,0,"Wotdevirus murinus"
"Wphvirus BPS10C",0,0,0,0,0,0,"Wphvirus BPS10C"
"Wphvirus BPS13",0,0,0,0,0,0,"Wphvirus BPS13"
"Wphvirus WPh",0,0,0,0,0,0,"Wphvirus WPh"
"Wphvirus hakuna",0,0,0,0,0,0,"Wphvirus hakuna"
"Wphvirus megatron",0,0,0,0,0,0,"Wphvirus megatron"
"Wuchan romanomermis nematode virus 1",0,0,0,0,0,0,"Wuchan romanomermis nematode virus 1"
"Wuchan romanomermis nematode virus 3",0,0,0,0,0,0,"Wuchan romanomermis nematode virus 3"
"Wuchang cockroach Virus 4",0,0,0,0,0,0,"Wuchang cockroach Virus 4"
"Wuchang cockroach orthophasmavirus 1",0,0,0,0,0,0,"Wuchang cockroach orthophasmavirus 1"
"Wuhan Ant Virus",0,0,0,0,0,0,"Wuhan Ant Virus"
"Wuhan Insect virus 7",0,0,0,0,0,0,"Wuhan Insect virus 7"
"Wuhan Millipede virus 4",0,0,0,0,0,0,"Wuhan Millipede virus 4"
"Wuhan Mosquito Virus 9",0,0,0,0,0,0,"Wuhan Mosquito Virus 9"
"Wuhan aphid virus 1",0,0,0,0,0,0,"Wuhan aphid virus 1"
"Wuhan aphid virus 2",0,0,0,0,0,0,"Wuhan aphid virus 2"
"Wuhan arthropod virus 1",0,0,0,0,0,0,"Wuhan arthropod virus 1"
"Wuhan arthropod virus 2",0,0,0,0,0,0,"Wuhan arthropod virus 2"
"Wuhan arthropod virus 3",0,0,0,0,0,0,"Wuhan arthropod virus 3"
"Wuhan arthropod virus 4",0,0,0,0,0,0,"Wuhan arthropod virus 4"
"Wuhan centipede virus",0,0,0,0,0,0,"Wuhan centipede virus"
"Wuhan coneheads virus 1",0,0,0,0,0,0,"Wuhan coneheads virus 1"
"Wuhan coneheads virus 2",0,0,0,0,0,0,"Wuhan coneheads virus 2"
"Wuhan cricket virus",0,0,0,0,0,0,"Wuhan cricket virus"
"Wuhan cricket virus 2",0,0,0,0,0,0,"Wuhan cricket virus 2"
"Wuhan flea virus",0,0,0,0,0,0,"Wuhan flea virus"
"Wuhan fly virus 4",0,0,0,0,0,0,"Wuhan fly virus 4"
"Wuhan fly virus 5",0,0,0,0,0,0,"Wuhan fly virus 5"
"Wuhan heteroptera virus 1",0,0,0,0,0,0,"Wuhan heteroptera virus 1"
"Wuhan heteroptera virus 2",0,0,0,0,0,0,"Wuhan heteroptera virus 2"
"Wuhan heteroptera virus 3",0,0,0,0,0,0,"Wuhan heteroptera virus 3"
"Wuhan horsefly Virus 3",0,0,0,0,0,0,"Wuhan horsefly Virus 3"
"Wuhan house centipede virus 1",0,0,0,0,0,0,"Wuhan house centipede virus 1"
"Wuhan house centipede virus 2",0,0,0,0,0,0,"Wuhan house centipede virus 2"
"Wuhan house centipede virus 3",0,0,0,0,0,0,"Wuhan house centipede virus 3"
"Wuhan house centipede virus 4",0,0,0,0,0,0,"Wuhan house centipede virus 4"
"Wuhan house centipede virus 5",0,0,0,0,0,0,"Wuhan house centipede virus 5"
"Wuhan house centipede virus 6",0,0,0,0,0,0,"Wuhan house centipede virus 6"
"Wuhan house centipede virus 9",0,0,0,0,0,0,"Wuhan house centipede virus 9"
"Wuhan insect virus 10",0,0,0,0,0,0,"Wuhan insect virus 10"
"Wuhan insect virus 11",0,0,0,0,0,0,"Wuhan insect virus 11"
"Wuhan insect virus 12",0,0,0,0,0,0,"Wuhan insect virus 12"
"Wuhan insect virus 13",0,0,0,0,0,0,"Wuhan insect virus 13"
"Wuhan insect virus 17",0,0,0,0,0,0,"Wuhan insect virus 17"
"Wuhan insect virus 18",0,0,0,0,0,0,"Wuhan insect virus 18"
"Wuhan insect virus 19",0,0,0,0,0,0,"Wuhan insect virus 19"
"Wuhan insect virus 20",0,0,0,0,0,0,"Wuhan insect virus 20"
"Wuhan insect virus 21",0,0,0,0,0,0,"Wuhan insect virus 21"
"Wuhan insect virus 22",0,0,0,0,0,0,"Wuhan insect virus 22"
"Wuhan insect virus 23",0,0,0,0,0,0,"Wuhan insect virus 23"
"Wuhan insect virus 26",0,0,0,0,0,0,"Wuhan insect virus 26"
"Wuhan insect virus 27",0,0,0,0,0,0,"Wuhan insect virus 27"
"Wuhan insect virus 28",0,0,0,0,0,0,"Wuhan insect virus 28"
"Wuhan insect virus 31",0,0,0,0,0,0,"Wuhan insect virus 31"
"Wuhan insect virus 33",0,0,0,0,0,0,"Wuhan insect virus 33"
"Wuhan insect virus 34",0,0,0,0,0,0,"Wuhan insect virus 34"
"Wuhan insect virus 35",0,0,0,0,0,0,"Wuhan insect virus 35"
"Wuhan insect virus 8",0,0,0,0,0,0,"Wuhan insect virus 8"
"Wuhan insect virus 9",0,0,0,0,0,0,"Wuhan insect virus 9"
"Wuhan large pig roundworm virus 1",0,0,0,0,0,0,"Wuhan large pig roundworm virus 1"
"Wuhan millipede virus 3",0,0,0,0,0,0,"Wuhan millipede virus 3"
"Wuhan mosquito orthophasmavirus 1",0,0,0,0,0,0,"Wuhan mosquito orthophasmavirus 1"
"Wuhan mosquito orthophasmavirus 2",0,0,0,0,0,0,"Wuhan mosquito orthophasmavirus 2"
"Wuhan nido-like virus 1",0,0,0,0,0,0,"Wuhan nido-like virus 1"
"Wuhan pillworm virus 1",0,0,0,0,0,0,"Wuhan pillworm virus 1"
"Wuhan pillworm virus 2",0,0,0,0,0,0,"Wuhan pillworm virus 2"
"Wuhan pillworm virus 3",0,0,0,0,0,0,"Wuhan pillworm virus 3"
"Wuhan poty-like virus 1",0,0,0,0,0,0,"Wuhan poty-like virus 1"
"Wuhan spider virus 2",0,0,0,0,0,0,"Wuhan spider virus 2"
"Wuhan spider virus 3",0,0,0,0,0,0,"Wuhan spider virus 3"
"Wuhan spider virus 4",0,0,0,0,0,0,"Wuhan spider virus 4"
"Wuhan spider virus 5",0,0,0,0,0,0,"Wuhan spider virus 5"
"Wuhan spider virus 6",0,0,0,0,0,0,"Wuhan spider virus 6"
"Wuhan spider virus 7",0,0,0,0,0,0,"Wuhan spider virus 7"
"Wuhan spider virus 8",0,0,0,0,0,0,"Wuhan spider virus 8"
"Wuhan spider virus 9",0,0,0,0,0,0,"Wuhan spider virus 9"
"Wuhan spirurian nematodes virus 1",0,0,0,0,0,0,"Wuhan spirurian nematodes virus 1"
"Wuhanvirus PHB01",0,0,0,0,0,0,"Wuhanvirus PHB01"
"Wuhanvirus PHB02",0,0,0,0,0,0,"Wuhanvirus PHB02"
"Wujia chipingensis",0,0,0,0.00115318983516687,0,0,"Wujia chipingensis"
"Wulfhauvirus bangladeshii",0,0,0,0,0,0,"Wulfhauvirus bangladeshii"
"Wumivirus millepedae",0,0,0,0,0,0,"Wumivirus millepedae"
"Wumpquatrovirus WMP4",0,0,0,0,0,0,"Wumpquatrovirus WMP4"
"Wumptrevirus PP",0,0,0,0,0,0,"Wumptrevirus PP"
"Wumptrevirus WMP3",0,0,0,0,0,0,"Wumptrevirus WMP3"
"Wutai mosquito phasivirus",0,0,0,0,0,0,"Wutai mosquito phasivirus"
"Wyeomyia orthobunyavirus",0,0,0,0,0,0,"Wyeomyia orthobunyavirus"
"Xanthobacter dioxanivorans",0,0,1.07867884952275e-05,0,0,0,"Xanthobacter dioxanivorans"
"Xanthomonas albilineans",0,0,0,0,0,0,"Xanthomonas albilineans"
"Xanthomonas arboricola",0,0,0,0,0,0,"Xanthomonas arboricola"
"Xanthomonas axonopodis",0,0,0,0,0,0,"Xanthomonas axonopodis"
"Xanthomonas campestris",0,0,0,0.00120207391371759,4.71075936198405e-06,0.000255492951549875,"Xanthomonas campestris"
"Xanthomonas citri",0,0,0,0,0,0,"Xanthomonas citri"
"Xanthomonas citri phage CP2",0,0,0,0,0,0,"Xanthomonas citri phage CP2"
"Xanthomonas cucurbitae",0,0,0,0,0,0,"Xanthomonas cucurbitae"
"Xanthomonas euroxanthea",0,0,0,7.1094932532181e-06,0,0,"Xanthomonas euroxanthea"
